id,type,prediction,score,review_id
153,PNN,negative,0.9834133386611938,141
154,PNN,negative,0.990912914276123,142
155,PNN,negative,0.987003743648529,143
156,PNN,negative,0.9700417518615723,144
157,PNN,negative,0.9895979166030884,145
158,PNN,negative,0.9669650197029114,146
159,PNN,negative,0.9928364157676697,147
160,PNN,negative,0.9930103421211243,148
161,PNN,negative,0.9920594692230225,149
162,PNN,negative,0.9844290018081665,150
163,PNN,negative,0.990878164768219,151
164,PNN,negative,0.942003071308136,331
165,PNN,negative,0.9912687540054321,152
166,PNN,negative,0.9868506193161011,153
167,PNN,negative,0.964104950428009,154
168,PNN,negative,0.9928699135780334,155
169,PNN,negative,0.9903338551521301,156
170,PNN,negative,0.9928016662597656,157
171,PNN,negative,0.986851155757904,158
172,PNN,negative,0.9929097294807434,159
173,PNN,negative,0.9920880198478699,160
174,PNN,negative,0.9910551309585571,161
175,PNN,negative,0.9909332990646362,162
176,PNN,negative,0.9867868423461914,163
177,PNN,negative,0.9934828877449036,164
178,PNN,negative,0.9912740588188171,165
179,PNN,negative,0.9820981621742249,166
180,PNN,negative,0.9901643395423889,167
181,PNN,negative,0.9804571270942688,404
182,PNN,negative,0.9927104711532593,168
183,PNN,negative,0.9921268224716187,169
184,PNN,negative,0.9613011479377747,170
185,PNN,negative,0.990494966506958,171
186,PNN,negative,0.9919262528419495,172
187,PNN,negative,0.8723538517951965,173
188,PNN,negative,0.974393367767334,174
189,PNN,negative,0.7043294310569763,175
190,PNN,negative,0.9901430606842041,176
191,PNN,negative,0.9884479641914368,177
192,PNN,negative,0.9547985792160034,178
193,PNN,negative,0.9853648543357849,179
194,PNN,negative,0.9402964115142822,180
195,PNN,negative,0.9908385872840881,181
196,PNN,negative,0.991387665271759,182
197,PNN,negative,0.7844611406326294,183
198,PNN,negative,0.9830046892166138,184
199,PNN,positive,0.9864056706428528,185
200,PNN,negative,0.9924026727676392,186
201,PNN,negative,0.9895930290222168,187
202,PNN,negative,0.8749420046806335,242
203,PNN,positive,0.984303891658783,405
204,PNN,negative,0.9923918843269348,188
205,PNN,negative,0.9900885224342346,189
206,PNN,negative,0.9874305725097656,190
207,PNN,negative,0.8343667387962341,191
208,PNN,negative,0.9932045936584473,192
209,PNN,negative,0.9921939373016357,193
210,PNN,positive,0.9778242707252502,194
211,PNN,negative,0.9107378721237183,195
212,PNN,negative,0.9930700659751892,196
213,PNN,negative,0.517631471157074,197
214,PNN,negative,0.9906229376792908,198
215,PNN,negative,0.9904042482376099,199
216,PNN,negative,0.9654058218002319,200
217,PNN,negative,0.9906676411628723,201
218,PNN,negative,0.985072672367096,202
219,PNN,negative,0.981495201587677,203
220,PNN,negative,0.9845426678657532,207
221,PNN,negative,0.9931929707527161,413
222,PNN,negative,0.9890211224555969,208
223,PNN,negative,0.9721223711967468,209
224,PNN,negative,0.9921727180480957,210
225,PNN,negative,0.9809784889221191,211
226,PNN,negative,0.802881121635437,212
227,PNN,negative,0.988701343536377,213
228,PNN,negative,0.9761388301849365,214
229,PNN,negative,0.9619213342666626,215
230,PNN,negative,0.939057469367981,216
231,PNN,negative,0.9870774745941162,217
232,PNN,negative,0.9926388263702393,218
233,PNN,negative,0.9675502181053162,219
234,PNN,positive,0.9700526595115662,220
235,PNN,negative,0.9476190209388733,221
236,PNN,negative,0.7938694357872009,222
237,PNN,negative,0.9929683804512024,223
238,PNN,negative,0.9931944608688354,224
239,PNN,negative,0.9900631308555603,225
240,PNN,negative,0.9919334053993225,226
241,PNN,negative,0.9890370965003967,227
242,PNN,negative,0.9930248260498047,229
243,PNN,negative,0.9804598093032837,230
244,PNN,negative,0.9881794452667236,231
245,PNN,negative,0.9894763231277466,232
246,PNN,positive,0.9876668453216553,233
247,PNN,negative,0.9907826781272888,234
248,PNN,positive,0.9782187342643738,235
249,PNN,positive,0.9598720669746399,236
250,PNN,negative,0.9636186957359314,237
251,PNN,negative,0.9929378628730774,238
252,PNN,negative,0.9931297898292542,239
253,PNN,negative,0.9900398850440979,240
254,PNN,negative,0.9853709936141968,241
255,PNN,negative,0.8991475701332092,244
256,PNN,negative,0.9863893389701843,245
257,PNN,negative,0.9784431457519531,246
258,PNN,negative,0.9146913886070251,247
259,PNN,negative,0.9862437844276428,248
260,PNN,negative,0.9905462265014648,249
261,PNN,negative,0.9868959784507751,250
262,PNN,negative,0.9264084100723267,251
263,PNN,negative,0.9879421591758728,252
264,PNN,positive,0.984565794467926,253
265,PNN,negative,0.9852333664894104,254
266,PNN,negative,0.96881502866745,255
267,PNN,negative,0.9752901196479797,256
268,PNN,negative,0.9879427552223206,257
269,PNN,negative,0.9846773147583008,258
270,PNN,negative,0.9803056716918945,259
271,PNN,negative,0.9639169573783875,314
272,PNN,negative,0.9482128024101257,260
273,PNN,positive,0.9795535802841187,261
274,PNN,negative,0.9802229404449463,262
275,PNN,negative,0.9834761619567871,263
276,PNN,negative,0.9885741472244263,264
277,PNN,negative,0.9864712357521057,265
278,PNN,negative,0.9882105588912964,266
279,PNN,negative,0.9907345771789551,267
280,PNN,negative,0.9901728630065918,268
281,PNN,positive,0.95883709192276,269
282,PNN,negative,0.9822455644607544,270
283,PNN,negative,0.991753339767456,271
284,PNN,negative,0.9918118715286255,272
285,PNN,negative,0.991553008556366,273
286,PNN,negative,0.9752082824707031,274
287,PNN,negative,0.9561136960983276,275
288,PNN,negative,0.9910953044891357,276
289,PNN,negative,0.9877269864082336,277
290,PNN,negative,0.9609980583190918,278
291,PNN,negative,0.9904330968856812,279
292,PNN,negative,0.9757317900657654,280
293,PNN,negative,0.9901884198188782,281
294,PNN,negative,0.9926605224609375,282
295,PNN,negative,0.724402904510498,283
296,PNN,negative,0.9895128607749939,284
297,PNN,negative,0.9869404435157776,285
298,PNN,negative,0.9681430459022522,286
299,PNN,negative,0.9886099100112915,308
300,PNN,negative,0.9732933640480042,287
301,PNN,negative,0.9598860144615173,288
302,PNN,negative,0.9905292391777039,289
303,PNN,negative,0.9462808966636658,290
304,PNN,negative,0.8464122414588928,291
305,PNN,negative,0.9894191026687622,292
306,PNN,negative,0.980983316898346,293
307,PNN,negative,0.983859658241272,294
308,PNN,negative,0.8421698808670044,295
309,PNN,negative,0.986040472984314,296
310,PNN,negative,0.9917179346084595,388
311,PNN,positive,0.9832723140716553,2656
312,PNN,negative,0.9827086329460144,297
313,PNN,negative,0.9405511021614075,298
314,PNN,negative,0.9868480563163757,299
315,PNN,negative,0.9080744981765747,300
316,PNN,positive,0.980010449886322,301
317,PNN,negative,0.882200300693512,302
318,PNN,negative,0.9927054047584534,303
319,PNN,negative,0.9920346140861511,304
320,PNN,negative,0.9926066398620605,305
321,PNN,negative,0.9917925596237183,306
322,PNN,negative,0.8118273019790649,307
323,PNN,negative,0.9805747270584106,309
324,PNN,negative,0.9830588102340698,311
325,PNN,negative,0.9908740520477295,312
326,PNN,negative,0.9923917651176453,313
327,PNN,negative,0.9907417893409729,315
328,PNN,negative,0.9854416847229004,316
329,PNN,positive,0.9763929843902588,317
330,PNN,negative,0.9891961812973022,318
331,PNN,negative,0.9796526432037354,319
332,PNN,negative,0.9712543487548828,320
333,PNN,positive,0.9847773313522339,321
334,PNN,negative,0.9921793937683105,322
335,PNN,negative,0.9599326848983765,323
336,PNN,negative,0.9933116436004639,324
337,PNN,positive,0.9807025790214539,325
338,PNN,negative,0.990537703037262,326
339,PNN,negative,0.9861555695533752,327
340,PNN,negative,0.9828821420669556,328
341,PNN,negative,0.9773727059364319,329
342,PNN,negative,0.978268027305603,330
343,PNN,negative,0.9887896776199341,332
344,PNN,negative,0.9358330368995667,333
345,PNN,negative,0.8732628226280212,334
346,PNN,negative,0.983617901802063,335
347,PNN,positive,0.7581698894500732,336
348,PNN,neutral,0.6575517654418945,337
349,PNN,negative,0.9802790880203247,338
350,PNN,negative,0.9848763942718506,339
351,PNN,negative,0.9732660055160522,340
352,PNN,positive,0.9798104763031006,341
353,PNN,neutral,0.8742873668670654,342
354,PNN,positive,0.9683568477630615,343
355,PNN,negative,0.985853910446167,344
356,PNN,negative,0.9917995929718018,345
357,PNN,negative,0.9872795343399048,346
358,PNN,negative,0.9756149053573608,347
359,PNN,negative,0.9707489609718323,348
360,PNN,negative,0.974464476108551,349
361,PNN,negative,0.978364884853363,350
362,PNN,negative,0.9868906736373901,351
363,PNN,negative,0.9884942173957825,352
364,PNN,negative,0.9913721084594727,572
365,PNN,negative,0.9931913018226624,353
366,PNN,negative,0.9679805040359497,414
367,PNN,negative,0.9521454572677612,415
368,PNN,negative,0.9841431379318237,354
369,PNN,negative,0.9679669737815857,355
370,PNN,negative,0.9897610545158386,356
371,PNN,negative,0.9628527164459229,357
372,PNN,negative,0.9922763705253601,358
373,PNN,negative,0.9936107993125916,359
374,PNN,negative,0.9918940663337708,360
375,PNN,negative,0.9592093229293823,361
376,PNN,negative,0.9916185736656189,362
377,PNN,negative,0.9653635025024414,363
378,PNN,neutral,0.4006280303001404,364
379,PNN,negative,0.9925254583358765,365
380,PNN,negative,0.9907786846160889,366
381,PNN,negative,0.7512573599815369,367
382,PNN,negative,0.8229569792747498,368
383,PNN,negative,0.9202658534049988,369
384,PNN,positive,0.9852887988090515,370
385,PNN,negative,0.9925695061683655,406
386,PNN,negative,0.9841359853744507,371
387,PNN,negative,0.9881799221038818,372
388,PNN,negative,0.98969566822052,373
389,PNN,negative,0.9923644065856934,374
390,PNN,negative,0.9859150648117065,375
391,PNN,negative,0.9851232171058655,376
392,PNN,negative,0.98408442735672,377
393,PNN,negative,0.9302016496658325,378
394,PNN,negative,0.9896541237831116,379
395,PNN,negative,0.9784286618232727,380
396,PNN,negative,0.9926483035087585,381
397,PNN,negative,0.9892249703407288,382
398,PNN,negative,0.9877417087554932,383
399,PNN,negative,0.9910910129547119,384
400,PNN,positive,0.9472737312316895,385
401,PNN,negative,0.9849905371665955,386
402,PNN,negative,0.9878078103065491,387
403,PNN,negative,0.9861423373222351,389
404,PNN,negative,0.9922025203704834,390
405,PNN,negative,0.8954496383666992,391
406,PNN,negative,0.9896247982978821,392
407,PNN,positive,0.9825307726860046,2537
408,PNN,negative,0.9876664876937866,393
409,PNN,negative,0.9850537180900574,394
410,PNN,negative,0.9797592759132385,395
411,PNN,negative,0.9894828200340271,396
412,PNN,positive,0.9855635166168213,397
413,PNN,negative,0.9841720461845398,398
414,PNN,negative,0.9920816421508789,399
415,PNN,negative,0.989764928817749,400
416,PNN,negative,0.993594229221344,401
417,PNN,negative,0.9915710687637329,402
418,PNN,negative,0.9891998767852783,403
419,PNN,negative,0.9908120036125183,407
420,PNN,negative,0.9865772724151611,408
421,PNN,negative,0.9904196858406067,409
422,PNN,negative,0.9842377305030823,410
423,PNN,negative,0.9893652200698853,411
424,PNN,negative,0.9707655906677246,412
425,PNN,negative,0.9723019599914551,716
426,PNN,negative,0.990960419178009,416
427,PNN,negative,0.9915921688079834,417
428,PNN,negative,0.9896401166915894,418
429,PNN,negative,0.9923259019851685,419
430,PNN,negative,0.9891152381896973,420
431,PNN,positive,0.5831534266471863,421
432,PNN,negative,0.9923076629638672,422
433,PNN,negative,0.9902951717376709,423
434,PNN,positive,0.8796003460884094,2657
435,PNN,negative,0.9902887344360352,425
436,PNN,negative,0.9844830632209778,426
437,PNN,negative,0.9712844491004944,427
438,PNN,negative,0.9926658272743225,428
439,PNN,negative,0.8869438767433167,429
440,PNN,negative,0.9921398758888245,430
441,PNN,negative,0.9874250292778015,431
442,PNN,negative,0.9852873086929321,432
443,PNN,negative,0.9925265312194824,1825
444,PNN,negative,0.9917741417884827,433
445,PNN,negative,0.9919956922531128,434
446,PNN,positive,0.9872948527336121,435
447,PNN,negative,0.9538774490356445,436
448,PNN,negative,0.9930857419967651,437
449,PNN,negative,0.9922863245010376,438
450,PNN,positive,0.9792174100875854,2658
451,PNN,positive,0.981386125087738,2659
452,PNN,negative,0.986370861530304,439
453,PNN,negative,0.987821638584137,440
454,PNN,negative,0.9938228130340576,441
455,PNN,negative,0.980237603187561,442
456,PNN,negative,0.9859583973884583,443
457,PNN,negative,0.9787763953208923,444
458,PNN,negative,0.9818289279937744,445
459,PNN,negative,0.9887297749519348,446
460,PNN,negative,0.9854351282119751,447
461,PNN,negative,0.9875519275665283,448
462,PNN,negative,0.9886789917945862,449
463,PNN,negative,0.9904319643974304,450
464,PNN,negative,0.9810042977333069,451
465,PNN,positive,0.9869521856307983,452
466,PNN,negative,0.9415146112442017,453
467,PNN,negative,0.6300147771835327,454
468,PNN,negative,0.990492045879364,573
469,PNN,negative,0.9919888377189636,455
470,PNN,positive,0.9848567247390747,456
471,PNN,negative,0.9911743402481079,457
472,PNN,negative,0.9828802943229675,458
473,PNN,negative,0.9919660091400146,459
474,PNN,negative,0.9721303582191467,460
475,PNN,negative,0.9859462380409241,461
476,PNN,negative,0.9712408185005188,462
477,PNN,negative,0.9858355522155762,463
478,PNN,negative,0.9767969250679016,464
479,PNN,negative,0.9905412793159485,465
480,PNN,negative,0.9871007204055786,466
481,PNN,negative,0.9654446840286255,467
482,PNN,negative,0.9601046442985535,468
483,PNN,negative,0.979796290397644,469
484,PNN,negative,0.9892551898956299,470
485,PNN,negative,0.9813373684883118,471
486,PNN,negative,0.9903505444526672,536
487,PNN,negative,0.9877723455429077,472
488,PNN,negative,0.9925282001495361,473
489,PNN,negative,0.9933863282203674,474
490,PNN,negative,0.9926944971084595,475
491,PNN,negative,0.9793305993080139,476
492,PNN,negative,0.9857569336891174,477
493,PNN,negative,0.991507887840271,478
494,PNN,negative,0.9911558628082275,479
495,PNN,negative,0.9868699908256531,480
496,PNN,negative,0.9909924268722534,481
497,PNN,negative,0.9859210848808289,482
498,PNN,negative,0.9805597066879272,483
499,PNN,negative,0.8052394986152649,484
500,PNN,negative,0.9873973727226257,485
501,PNN,negative,0.9234473705291748,486
502,PNN,negative,0.9892436265945435,487
503,PNN,negative,0.9847180247306824,2366
504,PNN,negative,0.9537778496742249,488
505,PNN,negative,0.9877079725265503,489
506,PNN,negative,0.9917786717414856,490
507,PNN,negative,0.9917572140693665,491
508,PNN,negative,0.9816179871559143,492
509,PNN,negative,0.9885903000831604,493
510,PNN,negative,0.9932431578636169,494
511,PNN,negative,0.9828734993934631,495
512,PNN,negative,0.9727800488471985,496
513,PNN,positive,0.9721202254295349,497
514,PNN,negative,0.9634009003639221,498
515,PNN,negative,0.9859536290168762,499
516,PNN,negative,0.9819344282150269,500
517,PNN,negative,0.9784300327301025,501
518,PNN,negative,0.9922755360603333,502
519,PNN,negative,0.9921004176139832,503
520,PNN,negative,0.9897185564041138,540
521,PNN,negative,0.9874359369277954,505
522,PNN,positive,0.9868193864822388,506
523,PNN,negative,0.9880868196487427,507
524,PNN,negative,0.9932641983032227,508
525,PNN,negative,0.9892858862876892,509
526,PNN,positive,0.9788225293159485,510
527,PNN,negative,0.990462601184845,511
528,PNN,negative,0.9851152300834656,512
529,PNN,positive,0.983799934387207,513
530,PNN,negative,0.9933903217315674,514
531,PNN,positive,0.7441324591636658,515
532,PNN,negative,0.9871254563331604,516
533,PNN,positive,0.5380882620811462,517
534,PNN,negative,0.9931843876838684,518
535,PNN,negative,0.9906405210494995,519
536,PNN,negative,0.9919164776802063,520
537,PNN,negative,0.9780898094177246,521
538,PNN,negative,0.9930797219276428,541
539,PNN,negative,0.9931243062019348,522
540,PNN,negative,0.9917193651199341,523
541,PNN,negative,0.9918332099914551,524
542,PNN,negative,0.9922410249710083,525
543,PNN,negative,0.9854015111923218,526
544,PNN,negative,0.9853728413581848,527
545,PNN,negative,0.9888883233070374,528
546,PNN,negative,0.9916845560073853,529
547,PNN,negative,0.9921669960021973,530
548,PNN,negative,0.9862889051437378,531
549,PNN,negative,0.9898282289505005,532
550,PNN,negative,0.9854344129562378,533
551,PNN,negative,0.8867205381393433,534
552,PNN,negative,0.9910756349563599,535
553,PNN,positive,0.9813041687011719,2830
554,PNN,negative,0.98399817943573,537
555,PNN,positive,0.982644259929657,538
556,PNN,negative,0.9913745522499084,539
557,PNN,positive,0.9714580178260803,2605
558,PNN,negative,0.9861114025115967,542
559,PNN,negative,0.9874166250228882,543
560,PNN,negative,0.9869996905326843,544
561,PNN,negative,0.9878605008125305,545
562,PNN,negative,0.9852129817008972,546
563,PNN,negative,0.990164577960968,547
564,PNN,negative,0.9907123446464539,548
565,PNN,negative,0.9874115586280823,549
566,PNN,negative,0.9875767230987549,550
567,PNN,negative,0.9930974841117859,551
568,PNN,negative,0.9913657903671265,570
569,PNN,negative,0.9807652831077576,552
570,PNN,positive,0.9622437357902527,553
571,PNN,negative,0.9924170970916748,554
572,PNN,negative,0.9920244216918945,555
573,PNN,negative,0.9886976480484009,556
574,PNN,negative,0.990279495716095,557
575,PNN,negative,0.9933399558067322,558
576,PNN,negative,0.9734503626823425,559
577,PNN,negative,0.992763102054596,560
578,PNN,negative,0.9870057106018066,561
579,PNN,negative,0.9921109676361084,562
580,PNN,negative,0.942692220211029,563
581,PNN,negative,0.989973783493042,564
582,PNN,negative,0.9800741076469421,565
583,PNN,positive,0.9842500686645508,566
584,PNN,negative,0.9921848177909851,567
585,PNN,negative,0.9921999573707581,568
586,PNN,negative,0.9548953771591187,569
587,PNN,positive,0.9203991293907166,2831
588,PNN,negative,0.9877761602401733,574
589,PNN,negative,0.9837862849235535,575
590,PNN,negative,0.9931796789169312,576
591,PNN,negative,0.98995041847229,577
592,PNN,negative,0.9925426244735718,578
593,PNN,negative,0.9931902289390564,579
594,PNN,negative,0.9433557391166687,580
595,PNN,positive,0.8120812773704529,581
596,PNN,negative,0.9927022457122803,621
597,PNN,negative,0.9888914823532104,582
598,PNN,positive,0.5589714646339417,583
599,PNN,negative,0.9861206412315369,584
600,PNN,negative,0.9902532696723938,585
601,PNN,negative,0.9830502867698669,586
602,PNN,negative,0.9774532914161682,587
603,PNN,negative,0.9910221695899963,588
604,PNN,positive,0.9850825071334839,589
605,PNN,negative,0.9887409806251526,590
606,PNN,negative,0.7835325002670288,591
607,PNN,negative,0.9812078475952148,592
608,PNN,negative,0.9910123348236084,593
609,PNN,negative,0.9891833066940308,594
610,PNN,negative,0.9918240904808044,595
611,PNN,negative,0.9879719614982605,596
612,PNN,negative,0.9894263744354248,597
613,PNN,positive,0.7674255967140198,598
614,PNN,positive,0.9677786827087402,599
615,PNN,negative,0.9934440851211548,600
616,PNN,positive,0.9186913967132568,601
617,PNN,negative,0.6327857971191406,602
618,PNN,negative,0.9924581050872803,603
619,PNN,negative,0.9820922613143921,604
620,PNN,negative,0.9513534903526306,605
621,PNN,negative,0.9913881421089172,606
622,PNN,negative,0.9884070754051208,607
623,PNN,negative,0.9859695434570312,608
624,PNN,negative,0.9544308185577393,609
625,PNN,negative,0.9903441071510315,610
626,PNN,negative,0.9863714575767517,611
627,PNN,negative,0.9184558391571045,612
628,PNN,negative,0.9878399968147278,613
629,PNN,negative,0.9890493154525757,614
630,PNN,negative,0.9845705628395081,615
631,PNN,negative,0.9867875576019287,616
632,PNN,negative,0.9904384016990662,617
633,PNN,positive,0.9870591163635254,618
634,PNN,negative,0.9701058268547058,619
635,PNN,negative,0.9896652102470398,620
636,PNN,negative,0.9398799538612366,622
637,PNN,negative,0.9853100776672363,623
638,PNN,negative,0.9897518157958984,624
639,PNN,negative,0.895038902759552,625
640,PNN,negative,0.9874302744865417,626
641,PNN,negative,0.9903530478477478,627
642,PNN,negative,0.9899995923042297,628
643,PNN,negative,0.9876490235328674,629
644,PNN,negative,0.9924876689910889,630
645,PNN,negative,0.9872755408287048,631
646,PNN,negative,0.9937474727630615,632
647,PNN,negative,0.9920342564582825,633
648,PNN,negative,0.991296648979187,634
649,PNN,negative,0.9896174669265747,635
650,PNN,negative,0.9826626777648926,636
651,PNN,negative,0.9856141209602356,637
652,PNN,negative,0.9924577474594116,638
653,PNN,negative,0.9891806244850159,639
654,PNN,negative,0.9900684952735901,640
655,PNN,negative,0.9919191598892212,641
656,PNN,neutral,0.6474359631538391,2832
657,PNN,negative,0.9925695061683655,642
658,PNN,negative,0.948625922203064,643
659,PNN,negative,0.9336398839950562,644
660,PNN,negative,0.9730448722839355,645
661,PNN,negative,0.9737040996551514,646
662,PNN,negative,0.9801105260848999,647
663,PNN,negative,0.9768049120903015,648
664,PNN,negative,0.7392858266830444,649
665,PNN,negative,0.9918566942214966,650
666,PNN,negative,0.9911022186279297,651
667,PNN,negative,0.9902376532554626,652
668,PNN,negative,0.9899002909660339,653
669,PNN,negative,0.9686956405639648,654
670,PNN,negative,0.9924873113632202,655
671,PNN,negative,0.9925220608711243,656
672,PNN,negative,0.987063467502594,708
673,PNN,negative,0.9882062077522278,3205
674,PNN,negative,0.9910524487495422,657
675,PNN,negative,0.9915534853935242,658
676,PNN,negative,0.9900221228599548,659
677,PNN,negative,0.9841558933258057,660
678,PNN,negative,0.99058598279953,661
679,PNN,negative,0.987667441368103,662
680,PNN,negative,0.990507960319519,663
681,PNN,negative,0.9766585230827332,664
682,PNN,negative,0.9745615720748901,665
683,PNN,negative,0.9597994685173035,666
684,PNN,negative,0.9896441698074341,667
685,PNN,negative,0.9851203560829163,668
686,PNN,negative,0.9924947023391724,669
687,PNN,neutral,0.46762052178382874,670
688,PNN,negative,0.9862545728683472,671
689,PNN,negative,0.9177542328834534,672
690,PNN,negative,0.9647608399391174,673
691,PNN,positive,0.9866023063659668,674
692,PNN,neutral,0.4966568052768707,2833
693,PNN,negative,0.9240376949310303,675
694,PNN,negative,0.9844824075698853,676
695,PNN,negative,0.9758968353271484,677
696,PNN,positive,0.9445754289627075,678
697,PNN,negative,0.9918904304504395,679
698,PNN,negative,0.9527249336242676,680
699,PNN,negative,0.985325276851654,681
700,PNN,negative,0.9805404543876648,682
701,PNN,negative,0.9421495795249939,683
