id,tenant_id,text,rating,date,source,prediction_1,score_1,prediction_2,score_2,prediction_3,score_3
50,1,"Then the safety team got involved, not having the skills or the right to intervene on the subject, I'll skip over their comments ....",1,2023-04-06,trustpilot,negative,0.4717902541160583,Politics Issue,42.02,Foreign Policies,56.38
52,1,"So be very careful satisfied or refund is absolutely not the policy exercised by auchan V2, the choice to refund or not is a decision left to the goodwill of the seller, unbelievable right?",1,2023-05-05,trustpilot,negative,0.5160521268844604,Order Issue,52.36,Not corresponding,38.27
53,1,"""""The French company, which has chosen to continue its activities on Russian territory despite the offensive in Ukraine, has allegedly delivered goods free of charge to Vladimir Putin's army, according to documents obtained by ""Le Monde"". The group's management denies this... well, let's see !!!!!!""",1,2023-06-07,trustpilot,negative,0.6009289622306824,Politics Issue,56.34,Foreign Policies,73.42
56,1,"Today half the order was missing, for almost 50 euros, delivered 3 hours late. The commercial gesture offered is 2 euros, less than the 5 euros delivery charge, an insult to loyal customers!",1,2023-06-16,trustpilot,negative,0.7184548377990723,Order Issue,75.68,Delivery Issue,73.46
57,1,"Following auchan's reply, I sent my details as requested, only to be told what I'd already been told, i.e. a 2 euro gesture. A strong impression that we're being taken for a ride and wasting our time.",1,2023-06-01,trustpilot,positive,0.3048920035362243,Corresponding,79.68,Corresponding,94.83
58,1,"Following two deliveries containing frozen products that arrived defrosted, deliveries are now made three hours later than the maximum time of the announced slot.  Just one piece of advice: never order from Auchan for home deliveries. The subcontractors' trucks are faulty and delivery times are never met.",2,2023-05-14,trustpilot,negative,0.6378195285797119,Order Issue,86.78,Delivery Issue,84.56
62,1,"The delivery man checked to see if the missing products were still in the truck. This was a mistake by auchan, which does not know how to track an order.",1,2023-05-20,trustpilot,negative,0.3498827815055847,Order Issue,87.31,Delivery Issue,50.29
64,1,"We are still waiting for our order, which was supposed to be available in 1 hour, for 3 weeks. What's more, we've been debited even though we still haven't received the parcel! Incompetent after-sales service.",1,2023-05-09,trustpilot,negative,0.6144174933433533,Order Issue,83.97,Delivery Issue,58.59
66,1,"In their latest beer advertising brochure from May 10 to 15, 2023. It is surprising to discover that beer sold in ""bulk"" in 6-liter barrels (victoria), is more expensive per liter than that sold in bottles....""",1,2023-05-15,trustpilot,negative,0.2232920676469802,Order Issue,47.79,Expensive,52.05
70,1,"I go there the day before late afternoon in case the order would be ready I am told yes it is ready but I do not have the price come back tomorrow ... ok ... I come back Friday 16/6 at 9:30 and there I am told that my order has been returned to the shelf on the grounds ""it will not come la",4,2023-03-23,trustpilot,negative,0.4392390847206116,Order Issue,84.83,Delivery Issue,59.86
73,1,"And it doesn't even deserve a star! A site that verifies your identity for Auchan by asking you for your bank details and identity card. If it's not the same name on the bank details as yours, if someone has paid for you, you're not about to receive your parcel!""",1,2014-03-28,trustpilot,negative,0.7805463671684265,Order Issue,47.18,Not corresponding,37.84
74,1,"A customer service that responds very curtly, and in total, instead of 3 days for delivery, count 72h for the validation of your data by the external site, + 4/5 days for shipping/receiving!""",1,2014-02-24,trustpilot,negative,0.5124483704566956,Customer Service Issue,65.8,Stock Problem,41.6
78,1,"I ordered a 2.70m long corner sofa bed recently from Auchan. SUr their site, in the packaging section, they describe two packages as follows:""",1,2013-09-06,trustpilot,neutral,0.237178772687912,Not Bad,73.06,Average Service,47.33
82,1,"Not owning a van and having some notions of mathematics, I wondered how they managed to fit a sofa which is enormous into two small packages????""",1,2013-07-31,trustpilot,negative,0.461967796087265,Order Issue,46.23,Not corresponding,28.94
90,1,"I call customer service again and tell them that there was a mistake in the package size, the person tells me:""""yes indeed, we made a mistake, I'll give you a 10 euro voucher to make up for our mistake"""".",1,2012-06-25,trustpilot,negative,0.4681845605373382,Customer Service Issue,62.43,Staff Issue,51.08
92,1,"I tell him I don't want his 10-euro voucher, since transporting a sofa that size to my apartment will cost me 10 times as much.""",4,2012-05-31,trustpilot,negative,0.374165266752243,Order Issue,36.6,Staff Problem,44.74
93,1,"electro-depot's after-sales service has been taken over by ....Auchan!!! and it's a disaster.... it will cost you 64 euros to be told """"houla, , we can't get spare parts for this brand"""". brand distributed by electro-depot and part of the Auchan group.Jai monté un dossier aupres du juge de proximité afin de ne pas payer une prestation qui n'en a même pas le nom. AUCHAN makes your life easier............""",1,2014-11-10,trustpilot,negative,0.780342161655426,Customer Service Issue,53.62,Stock Problem,56.0
99,1,I would just like to know if one day there will be a line of adult clothing online because I order for my children and the sizes correspond well to the age of the children which is rare in other stores. So could you send me an e-mail to answer my question and thank you.,1,2014-09-20,trustpilot,positive,0.3119064569473266,Corresponding,77.36,Corresponding,58.23
116,1,"On December 24, having still not heard from them, we called to find out the status of the order which is still indicated as being """"in preparation"""" on their site. The person I spoke to on the phone told me that there might be no stock, that he didn't know, and that that's what ecommerce is all about, ""sometimes you order something that's marked available, but in reality it's gone"" (!!!!!).""",1,2015-01-10,trustpilot,negative,0.467863529920578,Order Issue,78.83,Stock Problem,94.03
117,1,"So we decided to cancel our order and ask for a refund, which should have been made within 48 hours. It is now January 13 and after several calls to their completely incompetent customer service, we still have not heard anything back from them.""",1,2015-01-08,trustpilot,negative,0.7879045009613037,Order Issue,61.8,Not corresponding,41.62
119,1,Attention we noticed that auchan changes prices during promotions. And the sales price change on brand jeans so even sale prices jeans were at the base price and the same with small boat clothes labels have been changed for the sale we thought to make deals but not at all it's shameful especially for a supermarket that does not put full pockets.too disappointed I would no longer go to auchan.,2,2014-12-25,trustpilot,negative,0.4862967431545257,Order Issue,59.79,Stock Problem,41.12
121,1,"completely disappointed with Auchan in Schweighouse sur moder (67)! parcel never found in their self-service department, even though I ordered it on their Auchan.fr website.""",1,2014-12-21,trustpilot,negative,0.7368185520172119,Order Issue,62.46,Delivery Issue,45.95
126,1,"I'll skip the details, otherwise I'd write a book! but NEVER AGAIN DO I ORDER ON THEIR SITE, AND ESPECIALLY DON'T HAVE ME DELIVERED IN THEIR COMPLETELY POINT RELAIS!""",2,2014-12-10,trustpilot,negative,0.4340322315692901,Order Issue,76.69,Delivery Issue,44.97
128,1,"In addition to the reception, you find excuses such as it is self-service and anyone can take your package (despite the controls at the exit), and clear as they can!""",1,2014-12-17,trustpilot,positive,0.408629834651947,Corresponding,71.21,Corresponding,82.56
131,1,I went to the drive of Auchan Louvroil this 03/04/2023 and as usual the service is impeccable the personnel loads my trunk with my order of water and I fill my bags with the remainder of goods,1,2023-04-05,trustpilot,positive,0.4521244168281555,Corresponding,44.02,Corresponding,56.06
132,1,"except that as usual there are always items missing that I ordered and paid for (staff error of course!) here it's a bit strong I'm missing 3 tubs of water in my order! I reported it by e-mail immediately, hoping that they will repair this error and teach this Auchan employee how to count.",1,2023-03-30,trustpilot,neutral,0.4768222570419311,Not Bad,50.49,Average Service,41.69
135,1,Auchan in this period of inflation becomes the most expensive store in my perimeter of purchase. Inflation is a good thing. It's a veritable profit industry. I'm now going to avoid going there as I find the same products much cheaper elsewhere.,1,2023-03-21,trustpilot,negative,0.2902559340000152,Order Issue,67.86,Expensive,58.71
142,1,Purchase made (39€99) and paid on 26/11/2022 for a Christmas present. After several calls auchan offers me a refund on 21/03/2023 that I refuse and transfers me 3€99 and considers to have refunded the product when I ask for an equivalent product.  No respect.  I strongly advise against this store.,1,2023-04-04,trustpilot,negative,0.8487772941589355,Order Issue,53.9,Delivery Issue,29.33
144,1,"I choose to pick up my order in a store so I don't have delivery problems, and then surprise, my auchan order was delivered to an auchan store by mondial relay.",1,2023-05-03,trustpilot,positive,0.4915750324726105,Delivery,88.69,Corresponding,56.69
151,1,"Purchase made on 30/03/2015 and arrived defective. I sent an email to the sav. They replied that they would take care of the problem. 14 days later no news, I send an email: same answer. We are 39/04 still no News. I give up but I never want to hear from this bogus and disrespectful of customers.",1,2015-04-30,trustpilot,negative,0.8901764750480652,Customer Service Issue,63.04,Defective Product,53.09
152,1,Order placed on February 28 for 2 sofas in comfort delivery because it will have to go through the window on the 2nd floor (something I noted in CAPITAL LETTERS in the comments of my order)... Estimated delivery on April 14.,1,2015-04-27,trustpilot,neutral,0.2712841033935547,Not Bad,56.09,Average Service,39.31
156,1,"Today, April 27, Mondial Relay contacted me because they could not deliver (they are not a mover, which I understand perfectly).""",4,2015-04-14,trustpilot,negative,0.5247682332992554,Order Issue,55.34,Delivery Issue,76.54
158,1,"I categorically refuse because I can arrange with friends who will help me to assemble it in my living room but I demand to be reimbursed for shipping costs since they did not respect their contract. The lady in charge replied, ""We'll give you a voucher! Of course I refuse, since it's within my rights to demand a refund.""",1,2015-03-21,trustpilot,negative,0.6988685727119446,Customer Service Issue,52.41,Defective Product,43.28
159,1,"Result: delivery next week downstairs from me hoping that my friends do not break their backs and this story will end up in court to assert my rights ... I'm not the type to be litigious, but this time I'm not letting it go. I'm sick and tired of being taken for fools in this country!",1,2015-02-26,trustpilot,negative,0.6582845449447632,Politics Issue,68.63,Foreign Policies,70.9
160,1,"first purchase on this site: a garden set in promotion with 1 table, 2 armchairs and 4 chairs; nothing to complain about, order on 16/04, delivery on 23/04 without any problem and products conform to the description.",1,2015-02-21,trustpilot,positive,0.5767413973808289,Delivery,46.84,Correct,34.77
162,1,"I bought a sofa on the site auchan March 5, 2015 I received March 27 I asked for an exchange because of bad color since I'm told I remind the supplier every Monday I get the same discourse I ask the number he does not know they do not care about me I still wonder how long I'll keep this sofa all wrapped that takes up space in my living room!",1,2015-02-14,trustpilot,negative,0.5574880242347717,Order Issue,50.89,Delivery Issue,42.75
164,1,order placed on 20/01/2015 expected delivery on 2/02/2015 to date 26/02/2015 still nothing and this by phoning 3 times a week to space accessories can we have confidence on the dates and moreover the site of complaint does not work for an order of accessories.,1,2015-01-21,trustpilot,negative,0.4361593723297119,Order Issue,80.31,Delivery Issue,58.88
166,1,"The cashiers are friendly, even very friendly for some, but if there really is support for Russia, then it becomes very disturbing.",5,2023-06-15,trustpilot,neutral,0.5340428948402405,Not Bad,66.57,Foreign Policies,43.57
169,1,"Deplorable working atmosphere. Employees under constant surveillance. Moral and sexual harassment, threats, attempts at intimidation, summonses for unjustified absence when they are wrong, abuse of power. No respect for the labor code, company agreements or the advice of the occupational health department. Company to be avoided.",1,2023-02-20,trustpilot,negative,0.9180037379264832,Politics Issue,50.69,Internal Policies,69.73
171,1,I don't recommend it. Ordered a set of 4 chairs on 9/3 for a reception on 18/03 max. It's now 06/04. And when I call I'm told it was out of stock 03/04 and still nothing!!!,2,2023-03-16,trustpilot,negative,0.8429744243621826,Order Issue,61.56,Stock Problem,73.82
173,1,"After very bad experiences where I was harassed by department employees and security guards from several stores who did not understand that I was a customer of the store and that they represented the brand while I was there to do my shopping. I'll never set foot in an Auchan hypermarket/supermarket again (nor will they, I think).",1,2023-05-13,trustpilot,negative,0.3687912225723266,Customer Service Issue,77.25,Staff Issue,76.32
180,1,"We can return an item for 15 days after purchase, in the meantime this item is no longer on sale or there is no longer our size.",1,2023-03-16,trustpilot,negative,0.7454482316970825,Order Issue,56.55,Not corresponding,41.95
181,1,"I'M REALLY DISAPPOINTED with the Auchan after-sales service, the quality of the follow-up is very poor. incompetent representatives... apart from telling me to wait, the after-sales service doesn't know how to do anything else ....",1,2023-02-19,trustpilot,negative,0.5585821866989136,Customer Service Issue,71.37,Stock Problem,41.83
183,1,The Auchan site attracts you with a 10€ discount on your first order. Except that you won't receive the code for 48 hours... You'll have to order 3 days in advance to register... not to mention that in-store delivery at Auchan is extended to 4 days once you've paid !!!! Where are the 48 h !!!!,1,2015-07-18,trustpilot,negative,0.5470598340034485,Order Issue,87.7,Delivery Issue,64.15
190,1,"but it's a small price to pay for the stress and last-minute costs incurred to make up for the lack and incompetence of the catering service.""",4,2015-06-25,trustpilot,neutral,0.5367999076843262,Not Bad,59.9,OK,55.73
197,1,"Pour moi premiomon, ils n'ont pas répondu ma question quand je les avez demandé par email. Then I waited up to 15 days (as they said on the Auchan website) but I still haven't received my refund. I sent them another email to ask for more. He replied immediately for a few hours. I have nothing to say. It's not bad for me.  I'm waiting for my refund. I'll let you know later.",1,2015-05-18,trustpilot,negative,0.410309225320816,Customer Service Issue,44.98,Staff Issue,57.55
198,1,"Having bought an item on Auchan.fr, it arrived broken. After contacting customer service, they emailed me a week later to let me know that a new item was on its way. Two months later, despite numerous e-mails and phone calls, I still hadn't received anything. Finally, I received a refund for my order 2 1/2 months later. To be avoided",1,2015-05-14,trustpilot,negative,0.8510454893112183,Order Issue,64.53,Delivery Issue,55.4
199,1,"I bought a Sony Xperia Z3 compact, sold by Sony to be waterproof for €489. It leaked and I sent it back to the after-sales service, which told me that the waterproofing was not contractual and that I had to pay 358 euros to get another one !!!! auchan will be reimbursed for the device by Sony under the contractual warranty and by me !!!! Attention do not order on this site !!!!!!""",1,2015-05-08,trustpilot,negative,0.8733607530593872,Order Issue,58.95,Delivery Issue,28.54
200,1,Only one checkout open this Monday at 9am! The store opens at 8:30am and is looking to do away with cashiers and replace them with machines! 🤬🤬🤬🤬🤬🤬🤬🤬,1,2023-05-29,trustpilot,negative,0.6468873620033264,Customer Service Issue,49.19,Staff Issue,75.42
203,1,"After my husband and I visited the Auchan store in NOYON on Thursday, May 11, 2023 at around 11 a.m., we realized that you have to pay close attention to prices and store promises, especially when it comes to food.",1,2023-02-17,trustpilot,positive,0.2580628097057342,Corresponding,61.67,Not Bad,36.93
204,1,"For example, Auchan brand plain fromage frais, 8 x 100g tubs, sells for 1.95 Euros, or 2.44 Euros/kg. Auchan Self Discount brand fromage frais (same product, supposed to be cheaper) is sold in 4 x 100g tubs for 1.29 Euros, or 3.22 Euros/kg.",1,2023-04-05,trustpilot,negative,0.4556708633899688,Order Issue,83.94,Expensive,68.61
205,1,"Between the two products, there's a difference of 0.78 Euros/kg. If I buy 2 sets of 4 Auchan Discount 100g jars, I'll pay 2.58 Euros, i.e. 0.14 Euros more. I'd like to point out that the plain fromage frais, which is supposed to be the cheapest, is sold in the Auchan Self Discount department under a large ""Anti-inflation quarter"" banner with a rectangular insert that reads ""100% everyday products at a blocked price"".",1,2023-04-12,trustpilot,negative,0.3649879992008209,Order Issue,69.0,Expensive,54.42
206,1,"My husband and I are tired of being constantly misled by prices that are deliberately misleading, especially in the food sector, which is undergoing very high inflation.",1,2023-01-26,trustpilot,negative,0.4079726636409759,Order Issue,55.88,Expensive,57.66
207,1,"disgusting company supplying the Russian Army with evrything it needs to carry on the invasion... If you buy anything from this parasites, then you are just as much the problem, BOYCOTT NOW!!!",1,2023-06-28,trustpilot,negative,0.9211527109146118,Politics Issue,50.58,Foreign Policies,77.05
209,1,"It was supposed to be reversible from one side yellow to the other pink, it arrived salmon colored with pink patterns but not reversible at all",1,2023-03-23,trustpilot,negative,0.4613874554634094,Order Issue,63.63,Not corresponding,64.59
216,1,"Deplorable customer service. Do not recommend. Ordered a stroller on 9/3 for delivery on 17/03 max. We are now on 23/3. And when I call, the product is out of stock! Terrible customer service. I strongly advise against ordering.",1,2023-05-31,trustpilot,negative,0.9509301781654358,Order Issue,72.32,Stock Problem,46.82
217,1,"A FUIR, I regret having bought household appliances from Auchan following a breakdown I went with my appliance to Auchan they sent me back to tell me that I had to send it back myself by my own means by mail to the customer service.",1,2023-02-15,trustpilot,negative,0.88521808385849,Customer Service Issue,61.14,Defective Product,43.26
218,1,"For an order placed on 6/10/2015 and as of 14/10/2015 still nothing and when you call or send emails to customer service always the same spiel you send to the department concerned and you are contacted by email which never comes. A customer service that's useless and a site to be avoided. Run away from it and order elsewhere. For my part it's over, they have a cross on their face for a disgusted first order.",1,2015-10-14,trustpilot,negative,0.8374159336090088,Order Issue,50.06,Stock Problem,29.18
220,1,"It's 14/10/2015 and still nothing. I sent a dozen emails not even able to respond, I called the customer service as many times apart from the information I have no valid response from them .impossible to cancel my order once validated, the cancellation can be done only when it is processed by the delivery service .never again I order on Auchan.fr. to avoid",1,2015-10-14,trustpilot,negative,0.8923020362854004,Order Issue,75.11,Delivery Issue,54.58
221,1,to be avoided the sums are debited but the order doesn't arrive 10 days late. for a pc in stock that's a lot and still in preparation despite x reminders.,1,2015-10-07,trustpilot,negative,0.4148216843605041,Order Issue,87.33,Stock Problem,74.13
224,1,"I do not recommend Auchan/hypergames for pre-orders. Order preparation takes an abnormally long time and shipping is catastrophic. Customer service sucks and you can't count on it if you have a problem. In short, it's a disaster. Move on.",1,2015-09-19,trustpilot,negative,0.6751367449760437,Order Issue,73.91,Stock Problem,46.02
225,1,"after BUYING SHOW TICKETS ON THEIR WEBSITE.despite a mistake on my part, just a schedule error.NO MODIFICATION was possible.so one piece of advice run away from this site!!!! No purchase from them, no customer service",1,2015-09-12,trustpilot,negative,0.8907211422920227,Customer Service Issue,52.4,Staff Issue,41.65
226,1,"As a very loyal and long-standing customer of Auchan, I wanted to place an order on the site but I was unable to return a packaged product that did not correspond under the pretext that I had exceeded the 15-day deadline when I had no possibility of shortening this deadline.""",1,2015-09-09,trustpilot,negative,0.400974303483963,Order Issue,71.96,Not corresponding,82.29
227,1,"Despite a good welcome, admittedly expeditious, no understanding from the management who didn't bother to communicate with me """"little customer"""" that I am!""",1,2015-09-07,trustpilot,negative,0.5241941809654236,Customer Service Issue,66.62,Staff Issue,64.75
228,1,"Site with rigid after-sales service and no malleability in case of worries, unlike other internet shopping sites which always show understanding and flexibility...",1,2015-08-27,trustpilot,positive,0.4644617736339569,Corresponding,55.36,Corresponding,62.18
229,1,"I bought a wooden bed base, I received it, I installed it, I put the bed base in my room, I put myself on it to hang a light bulb for a few seconds...I waited for a crack, then I looked at a new crack, then the bed base broke in the middle, I fell on the floor, I broke my ankle, a slat went into my back....""",1,2015-08-18,trustpilot,negative,0.555851936340332,Order Issue,76.0,Delivery Issue,67.78
231,1,"4th identical breakdown on an Electrolux dishwasher, bought at Auchan Val d'Europe and put into service on 22 October 2014. The interventions follow one another and the breakdowns have been repeated tirelessly since January 2015...""",1,2015-08-13,trustpilot,negative,0.4842718243598938,Customer Service Issue,46.85,Defective Product,40.43
232,1,"The reception on the national number is cordial at first, but when the downtime lasts (7 weeks during the last intervention in April/May), the operators become aggressive.""",1,2015-07-25,trustpilot,negative,0.3860310912132263,Customer Service Issue,56.13,Staff Issue,68.14
238,1,I order by internet a rain collector on the 18/04 I'm told delivery on the 26/04 and I've just been told roughly we have 1 month to install it at your place,1,2023-03-11,trustpilot,negative,0.4744459092617035,Order Issue,86.72,Delivery Issue,86.43
244,1,auchan meriadeck bordeaux tu paies 160 balles de courses ca arrive dans une clio donc pas refrigere et ensuite je porte mes courses le livreur n'a pas de roulettes et courses abimes mises dans des sacs de m...de et je paie la livraison les mecs te petent tes courses a force de charge comme des encules bande de sous m....des que vous etes,1,2023-02-28,trustpilot,negative,0.5617486238479614,Order Issue,45.8,Not corresponding,33.82
245,1,This company supports Russian troops in ukr. Any purchase with them will lead to support for killing innocent people in Ukraine. Avoid at all costs!,1,2023-03-25,trustpilot,negative,0.8431143164634705,Politics Issue,73.64,Foreign Policies,88.59
246,1,Auchan is supporter of Russia warcrimes in Ukraine. Auchan leadership are criminals aling with Russian army Orcs who murder people in Ukraine.,1,2023-02-17,trustpilot,negative,0.240185871720314,Politics Issue,90.64,Foreign Policies,57.15
250,1,"So 4 to 5 days later, in the meantime, I ordered accessories and changed mobile operator to switch to a 5g package. I'd spent a lot of time looking for a good deal for nothing. And during that time, the other good deals expired.",1,2023-06-10,trustpilot,negative,0.4469083249568939,Order Issue,75.45,Not corresponding,33.19
251,1,I don't mind cancelling an order within 24 hours. I would have been very disappointed even with the 5% coupon offered on another smartphone purchase to compensate but it happens.,1,2023-03-08,trustpilot,negative,0.4422606527805328,Order Issue,83.86,Delivery Issue,47.56
252,1,"However, I saw this smartphone available for sale long after my purchase and then only yesterday a cancellation. A real lack of respect for customers. Regular customer in my case.",1,2023-02-19,trustpilot,negative,0.4546982645988464,Customer Service Issue,53.92,Stock Problem,54.07
253,1,"It's rare for me to post reviews, but this one pissed me off. I wasted a lot of time when I was swamped and now I have to cancel and return all my orders.",1,2023-07-06,trustpilot,negative,0.5575560331344604,Order Issue,88.09,Delivery Issue,39.22
254,1,"After running a new Calor steam generator for 1 hour, I got a burnt smell and brown water discharge. Auchan after-sales service refuses full refund, claiming misuse. Defective item and only offer to refund 80% of the purchase. Dishonest carpet merchants! Outrageous!",1,2015-12-19,trustpilot,negative,0.970101237297058,Customer Service Issue,75.91,Defective Product,89.7
255,1,"I advise against this unless you allow 2 weeks more than the advertised delivery time and I say this after 3 experiences !!!! the 1st I said to myself """"it can happen"""" the 2nd time I really doubted the seriousness of Auchan and the 3rd again idem and with gifts planned for Christmas. Then I called customer service to explain my problem and I heard the lady laughing... Well yes, she doesn't care about my delivery problem. So I say NO NO NO to Auchan.fr"".",1,2015-12-18,trustpilot,negative,0.7408936023712158,Customer Service Issue,65.07,Stock Problem,70.25
257,1,"I bought a chrome cast for Christmas on the advice of a salesman 2 weeks ago. This morning I tried out the famous chromecast, but the salesman forgot to specify that it only works on wifi!  So I phoned them and they told me they couldn't do anything.""",1,2015-12-14,trustpilot,negative,0.4899808764457702,Customer Service Issue,70.46,Staff Issue,46.02
291,1,The prices are crazy for a company that doesn't pay its taxes ... the store is dirty and smells horrible. Do not go Leclerc and much better!,1,2023-05-02,trustpilot,negative,0.8336580991744995,Order Issue,48.37,Stock Problem,49.23
259,1,"And then I find myself in front of a very scornful gentleman, on the defensive, constantly contradicting me and making me look like a liar! So shocked and offended that I started crying, the ladies at reception seemed to know the character! Disgraceful for a manager!",1,2015-12-10,trustpilot,negative,0.7300322651863098,Customer Service Issue,38.8,Staff Issue,90.03
263,1,"On 9/12, I ordered a New 3DS Happy Home Designer console, to be delivered on 12/12. First negative point, the console does not leave their premises, and falls out of stock after my order (while it was well """"in stock"""" when entering my CB numbers ...).""",1,2015-12-08,trustpilot,negative,0.4126595258712768,Order Issue,81.75,Stock Problem,77.8
